scenario,trial,threshold,share_count,available_count,corrupted_count,expected_result,recovery_succeeded,key_matches,decryption_succeeded,failure_reason,share_generation_ms,recovery_ms,corrected_error_count,storage_overhead_ratio
Correct two corrupted shares,8,4,8,8,2,Success,True,True,True,,0.01889999839477241,0.37399999564513564,2,24.0
Correct two corrupted shares,9,4,8,8,2,Success,True,True,True,,0.018400009139440954,0.37229999725241214,2,24.0
Correct two corrupted shares,10,4,8,8,2,Success,True,True,True,,0.018100006855092943,0.4005999944638461,2,24.0
Correct two corrupted shares,11,4,8,8,2,Success,True,True,True,,0.019099999917671084,0.3701999958138913,2,24.0
Correct two corrupted shares,12,4,8,8,2,Success,True,True,True,,0.01679999695625156,0.4521999944699928,2,24.0
Correct two corrupted shares,13,4,8,8,2,Success,True,True,True,,0.0337999954354018,0.6458999996539205,2,24.0
Correct two corrupted shares,14,4,8,8,2,Success,True,True,True,,0.023100001271814108,0.3929000085918233,2,24.0
Correct two corrupted shares,15,4,8,8,2,Success,True,True,True,,0.019799990695901215,0.39590000233147293,2,24.0
Correct two corrupted shares,16,4,8,8,2,Success,True,True,True,,0.028599999495781958,0.3605999954743311,2,24.0
Correct two corrupted shares,17,4,8,8,2,Success,True,True,True,,0.01889999839477241,0.3823999868473038,2,24.0
Correct two corrupted shares,18,4,8,8,2,Success,True,True,True,,0.018399994587525725,0.38579999818466604,2,24.0
Correct two corrupted shares,19,4,8,8,2,Success,True,True,True,,0.0202999945031479,0.37460000021383166,2,24.0
Correct two corrupted shares,20,4,8,8,2,Success,True,True,True,,0.018000006093643606,0.3817000106209889,2,24.0
Correct two corrupted shares,21,4,8,8,2,Success,True,True,True,,0.018799997633323073,0.3704999980982393,2,24.0
Correct two corrupted shares,22,4,8,8,2,Success,True,True,True,,0.018100006855092943,0.38729999505449086,2,24.0
Correct two corrupted shares,23,4,8,8,2,Success,True,True,True,,0.019500002963468432,0.3733000048669055,2,24.0
Correct two corrupted shares,24,4,8,8,2,Success,True,True,True,,0.018699996871873736,0.3601000062189996,2,24.0
Correct two corrupted shares,25,4,8,8,2,Success,True,True,True,,0.018499995348975062,0.49730000318959355,2,24.0
Large threshold normal,1,5,10,10,0,Success,True,True,True,,0.04339999577496201,0.7006999949226156,0,30.0
Large threshold normal,2,5,10,10,0,Success,True,True,True,,0.02849999873433262,0.6253000028664246,0,30.0
Large threshold normal,3,5,10,10,0,Success,True,True,True,,0.025500004994682968,0.5911999905947596,0,30.0
Large threshold normal,4,5,10,10,0,Success,True,True,True,,0.02479999966453761,0.8246999932453036,0,30.0
Large threshold normal,5,5,10,10,0,Success,True,True,True,,0.02850001328624785,0.6409999914467335,0,30.0
Large threshold normal,6,5,10,10,0,Success,True,True,True,,0.027099988074041903,0.6279999943217263,0,30.0
Large threshold normal,7,5,10,10,0,Success,True,True,True,,0.025399989681318402,0.611600000411272,0,30.0
Large threshold normal,8,5,10,10,0,Success,True,True,True,,0.02649999805726111,0.8040999964578077,0,30.0
Large threshold normal,9,5,10,10,0,Success,True,True,True,,0.04300000728107989,0.6571999983862042,0,30.0
Large threshold normal,10,5,10,10,0,Success,True,True,True,,0.026599998818710446,0.6162000063341111,0,30.0
Large threshold normal,11,5,10,10,0,Success,True,True,True,,0.027299989596940577,0.6028000061633065,0,30.0
Large threshold normal,12,5,10,10,0,Success,True,True,True,,0.025500004994682968,0.6526999932248145,0,30.0
Large threshold normal,13,5,10,10,0,Success,True,True,True,,0.025600005756132305,0.6257999921217561,0,30.0
Large threshold normal,14,5,10,10,0,Success,True,True,True,,0.026299996534362435,0.603299995418638,0,30.0
Large threshold normal,15,5,10,10,0,Success,True,True,True,,0.034900003811344504,0.6206999969435856,0,30.0
Large threshold normal,16,5,10,10,0,Success,True,True,True,,0.02579999272711575,0.6305999995674938,0,30.0
Large threshold normal,17,5,10,10,0,Success,True,True,True,,0.02570000651758164,0.6509000086225569,0,30.0
Large threshold normal,18,5,10,10,0,Success,True,True,True,,0.025899993488565087,0.6043999892426655,0,30.0
Large threshold normal,19,5,10,10,0,Success,True,True,True,,0.02479999966453761,0.6015999970259145,0,30.0
Large threshold normal,20,5,10,10,0,Success,True,True,True,,0.02510000194888562,0.6009000062476844,0,30.0
Large threshold normal,21,5,10,10,0,Success,True,True,True,,0.02570000651758164,0.6062000029487535,0,30.0
Large threshold normal,22,5,10,10,0,Success,True,True,True,,0.024800014216452837,0.6070999952498823,0,30.0
Large threshold normal,23,5,10,10,0,Success,True,True,True,,0.025399989681318402,0.6036999984644353,0,30.0
Large threshold normal,24,5,10,10,0,Success,True,True,True,,0.024300010409206152,0.5974999949103221,0,30.0
Large threshold normal,25,5,10,10,0,Success,True,True,True,,0.023600005079060793,0.8202000026358292,0,30.0
Large threshold minimum,1,5,10,5,0,Success,True,True,True,,0.050399990868754685,0.21240000205580145,0,30.0
Large threshold minimum,2,5,10,5,0,Success,True,True,True,,0.03840000135824084,0.14619999274145812,0,30.0
Large threshold minimum,3,5,10,5,0,Success,True,True,True,,0.02680000034160912,0.12519999290816486,0,30.0
Large threshold minimum,4,5,10,5,0,Success,True,True,True,,0.025500004994682968,0.11950000771321356,0,30.0
Large threshold minimum,5,5,10,5,0,Success,True,True,True,,0.02519998815841973,0.11709998943842947,0,30.0
Large threshold minimum,6,5,10,5,0,Success,True,True,True,,0.025399989681318402,0.11660000018309802,0,30.0
Large threshold minimum,7,5,10,5,0,Success,True,True,True,,0.024499997380189598,0.13870000839233398,0,30.0
Large threshold minimum,8,5,10,5,0,Success,True,True,True,,0.025300003471784294,0.11499998799990863,0,30.0
Large threshold minimum,9,5,10,5,0,Success,True,True,True,,0.025000001187436283,0.11100000119768083,0,30.0
Large threshold minimum,10,5,10,5,0,Success,True,True,True,,0.04430000262800604,0.1272999943466857,0,30.0
Large threshold minimum,11,5,10,5,0,Success,True,True,True,,0.024900000425986946,0.11649999942164868,0,30.0
Large threshold minimum,12,5,10,5,0,Success,True,True,True,,0.024599998141638935,0.13870000839233398,0,30.0
Large threshold minimum,13,5,10,5,0,Success,True,True,True,,0.025299988919869065,0.11520000407472253,0,30.0
Large threshold minimum,14,5,10,5,0,Success,True,True,True,,0.022899999748915434,0.11049999739043415,0,30.0
Large threshold minimum,15,5,10,5,0,Success,True,True,True,,0.024599998141638935,0.1142999972216785,0,30.0
Large threshold minimum,16,5,10,5,0,Success,True,True,True,,0.023999993572942913,0.10999999358318746,0,30.0
Large threshold minimum,17,5,10,5,0,Success,True,True,True,,0.03199999628122896,0.11399999493733048,0,30.0
Large threshold minimum,18,5,10,5,0,Success,True,True,True,,0.02780000795610249,0.11510000331327319,0,30.0
Large threshold minimum,19,5,10,5,0,Success,True,True,True,,0.02409999433439225,0.11400000948924571,0,30.0
Large threshold minimum,20,5,10,5,0,Success,True,True,True,,0.022799998987466097,0.11059999815188348,0,30.0
Large threshold minimum,21,5,10,5,0,Success,True,True,True,,0.02440001117065549,0.1255000097444281,0,30.0
Large threshold minimum,22,5,10,5,0,Success,True,True,True,,0.024499997380189598,0.1120000088121742,0,30.0
Large threshold minimum,23,5,10,5,0,Success,True,True,True,,0.02439999661874026,0.1795999996829778,0,30.0
Large threshold minimum,24,5,10,5,0,Success,True,True,True,,0.025000001187436283,0.11709998943842947,0,30.0
Large threshold minimum,25,5,10,5,0,Success,True,True,True,,0.02440001117065549,0.11249999806750566,0,30.0
Large threshold insufficient,1,5,10,4,0,Failure,False,False,False,DecodingFailure,0.024499997380189598,0.0027999922167509794,0,30.0
Large threshold insufficient,2,5,10,4,0,Failure,False,False,False,DecodingFailure,0.023199987481348217,0.0015999976312741637,0,30.0
Large threshold insufficient,3,5,10,4,0,Failure,False,False,False,DecodingFailure,0.022799998987466097,0.001700012944638729,0,30.0
Large threshold insufficient,4,5,10,4,0,Failure,False,False,False,DecodingFailure,0.023200002033263445,0.001400010660290718,0,30.0
Large threshold insufficient,5,5,10,4,0,Failure,False,False,False,DecodingFailure,0.02340000355616212,0.001300009898841381,0,30.0
Large threshold insufficient,6,5,10,4,0,Failure,False,False,False,DecodingFailure,0.022100008209235966,0.0012999953469261527,0,30.0
Large threshold insufficient,7,5,10,4,0,Failure,False,False,False,DecodingFailure,0.023100001271814108,0.001300009898841381,0,30.0
Large threshold insufficient,8,5,10,4,0,Failure,False,False,False,DecodingFailure,0.044899992644786835,0.0037999998312443495,0,30.0
Large threshold insufficient,9,5,10,4,0,Failure,False,False,False,DecodingFailure,0.046200002543628216,0.0034999975468963385,0,30.0
Large threshold insufficient,10,5,10,4,0,Failure,False,False,False,DecodingFailure,0.04199999966658652,0.003100009053014219,0,30.0
Large threshold insufficient,11,5,10,4,0,Failure,False,False,False,DecodingFailure,0.04350001108832657,0.002700006007216871,0,30.0
Large threshold insufficient,12,5,10,4,0,Failure,False,False,False,DecodingFailure,0.02540000423323363,0.0017999991541728377,0,30.0
Large threshold insufficient,13,5,10,4,0,Failure,False,False,False,DecodingFailure,0.02510000194888562,0.0015999976312741637,0,30.0
Large threshold insufficient,14,5,10,4,0,Failure,False,False,False,DecodingFailure,0.03619999915827066,0.0015999976312741637,0,30.0
Large threshold insufficient,15,5,10,4,0,Failure,False,False,False,DecodingFailure,0.02479999966453761,0.0015999976312741637,0,30.0
Large threshold insufficient,16,5,10,4,0,Failure,False,False,False,DecodingFailure,0.024199995095841587,0.0012999953469261527,0,30.0
Large threshold insufficient,17,5,10,4,0,Failure,False,False,False,DecodingFailure,0.028800001018680632,0.001400010660290718,0,30.0
Large threshold insufficient,18,5,10,4,0,Failure,False,False,False,DecodingFailure,0.02300000051036477,0.001300009898841381,0,30.0
Large threshold insufficient,19,5,10,4,0,Failure,False,False,False,DecodingFailure,0.02300000051036477,0.0021999876480549574,0,30.0
Large threshold insufficient,20,5,10,4,0,Failure,False,False,False,DecodingFailure,0.02379999205004424,0.0014999968698248267,0,30.0
Large threshold insufficient,21,5,10,4,0,Failure,False,False,False,DecodingFailure,0.022599997464567423,0.0011999945854768157,0,30.0
Large threshold insufficient,22,5,10,4,0,Failure,False,False,False,DecodingFailure,0.021500003640539944,0.001200009137392044,0,30.0
Large threshold insufficient,23,5,10,4,0,Failure,False,False,False,DecodingFailure,0.021900006686337292,0.0012999953469261527,0,30.0
Large threshold insufficient,24,5,10,4,0,Failure,False,False,False,DecodingFailure,0.0219999928958714,0.0011999945854768157,0,30.0
Large threshold insufficient,25,5,10,4,0,Failure,False,False,False,DecodingFailure,0.022400010493583977,0.0011999945854768157,0,30.0
"Large threshold, one corrupted",1,5,10,7,1,Success,True,True,True,,0.022299995180219412,0.2972000074805692,1,30.0
"Large threshold, one corrupted",2,5,10,7,1,Success,True,True,True,,0.023800006601959467,0.28639999800361693,1,30.0
"Large threshold, one corrupted",3,5,10,7,1,Success,True,True,True,,0.02510000194888562,0.2759000053629279,1,30.0
"Large threshold, one corrupted",4,5,10,7,1,Success,True,True,True,,0.02479999966453761,0.2725000085774809,1,30.0
"Large threshold, one corrupted",5,5,10,7,1,Success,True,True,True,,0.024499997380189598,0.2793000021483749,1,30.0
"Large threshold, one corrupted",6,5,10,7,1,Success,True,True,True,,0.024599998141638935,0.26390000130049884,1,30.0
"Large threshold, one corrupted",7,5,10,7,1,Success,True,True,True,,0.024599998141638935,0.26190000062342733,1,30.0
"Large threshold, one corrupted",8,5,10,7,1,Success,True,True,True,,0.023800006601959467,0.27289999707136303,1,30.0
"Large threshold, one corrupted",9,5,10,7,1,Success,True,True,True,,0.023900007363408804,0.2632999967318028,1,30.0
"Large threshold, one corrupted",10,5,10,7,1,Success,True,True,True,,0.025600005756132305,0.272299992502667,1,30.0
"Large threshold, one corrupted",11,5,10,7,1,Success,True,True,True,,0.024900000425986946,0.25680000544525683,1,30.0
"Large threshold, one corrupted",12,5,10,7,1,Success,True,True,True,,0.02439999661874026,0.2569999924162403,1,30.0
"Large threshold, one corrupted",13,5,10,7,1,Success,True,True,True,,0.024300010409206152,0.27910000062547624,1,30.0
"Large threshold, one corrupted",14,5,10,7,1,Success,True,True,True,,0.02479999966453761,0.2604000037536025,1,30.0
"Large threshold, one corrupted",15,5,10,7,1,Success,True,True,True,,0.024599998141638935,0.46570000995416194,1,30.0
"Large threshold, one corrupted",16,5,10,7,1,Success,True,True,True,,0.026900001103058457,0.2747000107774511,1,30.0
"Large threshold, one corrupted",17,5,10,7,1,Success,True,True,True,,0.02579999272711575,0.27150000096298754,1,30.0
"Large threshold, one corrupted",18,5,10,7,1,Success,True,True,True,,0.03159999323543161,0.2747999969869852,1,30.0
"Large threshold, one corrupted",19,5,10,7,1,Success,True,True,True,,0.02469999890308827,0.25910000840667635,1,30.0
"Large threshold, one corrupted",20,5,10,7,1,Success,True,True,True,,0.02479999966453761,0.26509999588597566,1,30.0
"Large threshold, one corrupted",21,5,10,7,1,Success,True,True,True,,0.024600012693554163,0.3591999993659556,1,30.0
"Large threshold, one corrupted",22,5,10,7,1,Success,True,True,True,,0.03060000017285347,0.29429999995045364,1,30.0
"Large threshold, one corrupted",23,5,10,7,1,Success,True,True,True,,0.026699999580159783,0.2857000072253868,1,30.0
"Large threshold, one corrupted",24,5,10,7,1,Success,True,True,True,,0.02479999966453761,0.27809999301098287,1,30.0
"Large threshold, one corrupted",25,5,10,7,1,Success,True,True,True,,0.02510000194888562,0.2742999931797385,1,30.0
"Large threshold, two corrupted",1,5,10,9,2,Success,True,True,True,,0.02519998815841973,0.48909999895840883,2,30.0
"Large threshold, two corrupted",2,5,10,9,2,Success,True,True,True,,0.02649999805726111,0.4626000009011477,2,30.0
"Large threshold, two corrupted",3,5,10,9,2,Success,True,True,True,,0.02549999044276774,0.4690999921876937,2,30.0
"Large threshold, two corrupted",4,5,10,9,2,Success,True,True,True,,0.025300003471784294,0.6239000067580491,2,30.0
"Large threshold, two corrupted",5,5,10,9,2,Success,True,True,True,,0.04579999949783087,0.7237999961944297,2,30.0
"Large threshold, two corrupted",6,5,10,9,2,Success,True,True,True,,0.02890000178012997,0.47250000352505594,2,30.0
"Large threshold, two corrupted",7,5,10,9,2,Success,True,True,True,,0.026699999580159783,0.4741000011563301,2,30.0
"Large threshold, two corrupted",8,5,10,9,2,Success,True,True,True,,0.025399989681318402,0.5498999962583184,2,30.0
"Large threshold, two corrupted",9,5,10,9,2,Success,True,True,True,,0.03680000372696668,0.45599999430123717,2,30.0
"Large threshold, two corrupted",10,5,10,9,2,Success,True,True,True,,0.02479999966453761,0.444200006313622,2,30.0
"Large threshold, two corrupted",11,5,10,9,2,Success,True,True,True,,0.02469999890308827,0.44079999497625977,2,30.0
"Large threshold, two corrupted",12,5,10,9,2,Success,True,True,True,,0.024499997380189598,0.4621999978553504,2,30.0
"Large threshold, two corrupted",13,5,10,9,2,Success,True,True,True,,0.024499997380189598,0.4478999908315018,2,30.0
"Large threshold, two corrupted",14,5,10,9,2,Success,True,True,True,,0.022499996703118086,0.4724999889731407,2,30.0
"Large threshold, two corrupted",15,5,10,9,2,Success,True,True,True,,0.02479999966453761,0.4626000009011477,2,30.0
"Large threshold, two corrupted",16,5,10,9,2,Success,True,True,True,,0.02519998815841973,0.4588000010699034,2,30.0
"Large threshold, two corrupted",17,5,10,9,2,Success,True,True,True,,0.02469999890308827,0.4394000134197995,2,30.0
"Large threshold, two corrupted",18,5,10,9,2,Success,True,True,True,,0.024299995857290924,0.45789999421685934,2,30.0
"Large threshold, two corrupted",19,5,10,9,2,Success,True,True,True,,0.03399999695830047,0.44779999007005244,2,30.0
"Large threshold, two corrupted",20,5,10,9,2,Success,True,True,True,,0.024300010409206152,0.4729000065708533,2,30.0
"Large threshold, two corrupted",21,5,10,9,2,Success,True,True,True,,0.023499989765696228,0.4428999964147806,2,30.0
"Large threshold, two corrupted",22,5,10,9,2,Success,True,True,True,,0.023899992811493576,0.45179999142419547,2,30.0
"Large threshold, two corrupted",23,5,10,9,2,Success,True,True,True,,0.0236999912885949,0.44329999946057796,2,30.0
"Large threshold, two corrupted",24,5,10,9,2,Success,True,True,True,,0.024199995095841587,0.45319998753257096,2,30.0
"Large threshold, two corrupted",25,5,10,9,2,Success,True,True,True,,0.02400000812485814,0.44809999235440046,2,30.0
